Question_ID,Broad_Category,Sub_Topic,Question_String,Option_Label,Option_Text,Correct_Answer,Difficulty_Level,Explanation
CH23-014,Pricing Calculations,Discount Impact,"When pharmacy discounts increase, which cost sharing structure results in greater savings for the plan?",B,Member Copay,B,4,"A discount increase results in greater plan savings when copays are used compared to member coinsurance because, under coinsurance, savings are shared with the member 54."
CH23-014,Pricing Calculations,Discount Impact,"When pharmacy discounts increase, which cost sharing structure results in greater savings for the plan?",C,Both structures provide equal savings to the plan.,B,4,"A discount increase results in greater plan savings when copays are used compared to member coinsurance because, under coinsurance, savings are shared with the member 55."
CH23-014,Pricing Calculations,Discount Impact,"When pharmacy discounts increase, which cost sharing structure results in greater savings for the plan?",D,Neither; discount changes do not affect plan liability.,B,4,"A discount increase results in greater plan savings when copays are used compared to member coinsurance because, under coinsurance, savings are shared with the member 56."
CH23-015,Pricing Assumptions,Formulary Changes,What must be considered when valuing the financial impact of moving a drug to a different tier?,A,Only the change in member cost sharing for that specific drug.,B,4,"When valuing tier changes for a formulary, the change to all drugs within a therapeutic class must be accounted for. Changing the tier of one drug can affect utilization of all drugs within that therapeutic class 57."
CH23-015,Pricing Assumptions,Formulary Changes,What must be considered when valuing the financial impact of moving a drug to a different tier?,B,The utilization change of all drugs within the same therapeutic class.,B,4,"When valuing tier changes for a formulary, the change to all drugs within a therapeutic class must be accounted for. Changing the tier of one drug can affect utilization of all drugs within that therapeutic class 58."
CH23-015,Pricing Assumptions,Formulary Changes,What must be considered when valuing the financial impact of moving a drug to a different tier?,C,The change in dispensing fees for the pharmacy.,B,4,"When valuing tier changes for a formulary, the change to all drugs within a therapeutic class must be accounted for. Changing the tier of one drug can affect utilization of all drugs within that therapeutic class 59."
CH23-015,Pricing Assumptions,Formulary Changes,What must be considered when valuing the financial impact of moving a drug to a different tier?,D,The impact on Over-the-Counter (OTC) drug sales.,B,4,"When valuing tier changes for a formulary, the change to all drugs within a therapeutic class must be accounted for. Changing the tier of one drug can affect utilization of all drugs within that therapeutic class 60."
CH23-016,Data Sources,Credibility,How should an analyst proceed if a plan's own pharmacy experience is not fully credible?,A,"Use the data as is, regardless of credibility.",C,3,"When a plan does not have sufficient experience, the analyst may need to rely on a manual rate basis, typically using a credibility factor to weight the plan's experience with the manual basis 61."
CH23-016,Data Sources,Credibility,How should an analyst proceed if a plan's own pharmacy experience is not fully credible?,B,Use only the most recent month of data.,C,3,"When a plan does not have sufficient experience, the analyst may need to rely on a manual rate basis, typically using a credibility factor to weight the plan's experience with the manual basis 62."
CH23-016,Data Sources,Credibility,How should an analyst proceed if a plan's own pharmacy experience is not fully credible?,C,Weight the plan's experience with a manual rate using a credibility factor.,C,3,"When a plan does not have sufficient experience, the analyst may need to rely on a manual rate basis, typically using a credibility factor to weight the plan's experience with the manual basis 63."
CH23-016,Data Sources,Credibility,How should an analyst proceed if a plan's own pharmacy experience is not fully credible?,D,Rely solely on national trend factors.,C,3,"When a plan does not have sufficient experience, the analyst may need to rely on a manual rate basis, typically using a credibility factor to weight the plan's experience with the manual basis 64."
CH23-017,Pricing Considerations,OTC Coverage,When is it beneficial for a plan to cover Over-the-Counter (OTC) drugs?,A,When the cost of OTC drugs is higher than prescription drugs.,B,3,"For covering OTC drugs to be beneficial, the savings from members switching from prescription drugs to OTC drugs must be greater than the cost of covering new claimants who previously paid for OTCs out-of-pocket 65."
CH23-017,Pricing Considerations,OTC Coverage,When is it beneficial for a plan to cover Over-the-Counter (OTC) drugs?,B,When savings from prescription-to-OTC switching exceed the cost of new claimants.,B,3,"For covering OTC drugs to be beneficial, the savings from members switching from prescription drugs to OTC drugs must be greater than the cost of covering new claimants who previously paid for OTCs out-of-pocket 66."
CH23-017,Pricing Considerations,OTC Coverage,When is it beneficial for a plan to cover Over-the-Counter (OTC) drugs?,C,When the plan wants to increase rebate revenue.,B,3,"For covering OTC drugs to be beneficial, the savings from members switching from prescription drugs to OTC drugs must be greater than the cost of covering new claimants who previously paid for OTCs out-of-pocket 67."
CH23-017,Pricing Considerations,OTC Coverage,When is it beneficial for a plan to cover Over-the-Counter (OTC) drugs?,D,When manufacturer coupons are unavailable.,B,3,"For covering OTC drugs to be beneficial, the savings from members switching from prescription drugs to OTC drugs must be greater than the cost of covering new claimants who previously paid for OTCs out-of-pocket 68."
CH23-018,Pricing Calculations,Allowed Amount,"Which component is typically NOT included in the ""Allowed Amount"" of a drug claim?",A,Ingredient Cost,D,2,"The allowed amount typically includes ingredient cost, dispensing fee, vaccine fee, and sales tax 69."
CH23-018,Pricing Calculations,Allowed Amount,"Which component is typically NOT included in the ""Allowed Amount"" of a drug claim?",B,Dispensing Fee,D,2,"The allowed amount typically includes ingredient cost, dispensing fee, vaccine fee, and sales tax 70."
CH23-018,Pricing Calculations,Allowed Amount,"Which component is typically NOT included in the ""Allowed Amount"" of a drug claim?",C,Sales Tax,D,2,"The allowed amount typically includes ingredient cost, dispensing fee, vaccine fee, and sales tax 71."
CH23-018,Pricing Calculations,Allowed Amount,"Which component is typically NOT included in the ""Allowed Amount"" of a drug claim?",D,Member Premium,D,2,"The allowed amount typically includes ingredient cost, dispensing fee, vaccine fee, and sales tax 72."
CH23-019,Pricing Strategies,Price Protection,"What is ""price protection"" in pharmacy contracts?",A,An agreement limiting the price increase of a drug to a specific threshold.,A,3,"Price protection is an agreement between a manufacturer and a plan where the price for a drug will not exceed a threshold; if it does, the manufacturer pays an additional rebate 73."
CH23-019,Pricing Strategies,Price Protection,"What is ""price protection"" in pharmacy contracts?",B,A guarantee that the pharmacy will never stock out of a drug.,A,3,"Price protection is an agreement between a manufacturer and a plan where the price for a drug will not exceed a threshold; if it does, the manufacturer pays an additional rebate 74."
CH23-019,Pricing Strategies,Price Protection,"What is ""price protection"" in pharmacy contracts?",C,A lock on member copays for the plan year.,A,3,"Price protection is an agreement between a manufacturer and a plan where the price for a drug will not exceed a threshold; if it does, the manufacturer pays an additional rebate 75."
CH23-019,Pricing Strategies,Price Protection,"What is ""price protection"" in pharmacy contracts?",D,Insurance against patent expiration.,A,3,"Price protection is an agreement between a manufacturer and a plan where the price for a drug will not exceed a threshold; if it does, the manufacturer pays an additional rebate 76."
CH23-020,Data Fields,Refill Indicators,"What is the purpose of the ""Refill Indicator"" field in pharmacy data?",A,To track how many times a prescription has been refilled against the allowed limit.,A,2,The refill indicator identifies under which fill the claim was dispensed according to the refill guidelines set by the prescribing provider77.
CH23-020,Data Fields,Refill Indicators,"What is the purpose of the ""Refill Indicator"" field in pharmacy data?",B,To indicate if the drug is a generic substitute.,A,2,The refill indicator identifies under which fill the claim was dispensed according to the refill guidelines set by the prescribing provider78.
